Timestamp;Entity Name;CO2 (ppm);NH3 (ppm);ambient_light (lux);ambient_noise (dB);humidity (%);temperature (°C)
2022-02-05 19:27:42;Phytobiotics-RTH1;4385;5;30;52;75;24.97
2022-02-05 19:32:52;Phytobiotics-RTH1;4416;5;30;57;75;24.97
2022-02-05 19:38:02;Phytobiotics-RTH1;4434;6;30;49;75;24.92
2022-02-05 19:43:11;Phytobiotics-RTH1;4403;7;30;65;76;24.97
2022-02-05 19:48:21;Phytobiotics-RTH1;4447;7;30;54;76;24.87
2022-02-05 20:00:46;Phytobiotics-RTH1;4501;7;30;68;76;24.85
2022-02-05 20:35:01;Phytobiotics-RTH1;4553;7;30;49;76;24.41
2022-02-05 20:40:12;Phytobiotics-RTH1;4594;7;30;46;76;24.36
2022-02-05 20:45:22;Phytobiotics-RTH1;4618;6;30;59;75;24.44
2022-02-05 20:50:32;Phytobiotics-RTH1;4594;6;30;60;77;24.46
2022-02-05 21:42:37;Phytobiotics-RTH1;4589;6;30;71;77;24.28
2022-02-05 21:47:48;Phytobiotics-RTH1;4729;5;30;61;76;24.46
2022-02-05 21:52:58;Phytobiotics-RTH1;4726;7;30;62;77;24.49
2022-02-05 23:05:35;Phytobiotics-RTH1;4478;6;30;41;78;23.64
2022-02-05 23:10:45;Phytobiotics-RTH1;4488;6;30;48;76;23.62
2022-02-05 23:15:54;Phytobiotics-RTH1;4512;5;30;54;77;23.64
2022-02-05 23:21:03;Phytobiotics-RTH1;4475;5;30;45;77;23.62
2022-02-05 23:26:13;Phytobiotics-RTH1;4424;6;30;49;79;23.67
2022-02-05 23:38:45;Phytobiotics-RTH1;4514;7;30;47;77;23.64
2022-02-05 23:43:55;Phytobiotics-RTH1;4499;6;30;52;79;23.64
2022-02-05 23:49:05;Phytobiotics-RTH1;4496;7;30;60;78;23.59
2022-02-05 23:54:14;Phytobiotics-RTH1;4488;6;30;58;80;23.69
2022-02-05 23:59:24;Phytobiotics-RTH1;4455;7;30;52;79;23.46
2022-02-06 00:09:51;Phytobiotics-RTH1;4478;5;30;71;79;23.59
2022-02-06 00:33:01;Phytobiotics-RTH1;4320;8;30;43;78;22.67
2022-02-06 00:43:29;Phytobiotics-RTH1;4235;5;30;39;79;22.41
2022-02-06 00:56:27;Phytobiotics-RTH1;4279;6;30;40;78;22.31
2022-02-06 01:08:03;Phytobiotics-RTH1;4191;6;30;40;76;22.28
2022-02-06 01:13:16;Phytobiotics-RTH1;4167;6;30;40;79;22.28
2022-02-06 01:23:42;Phytobiotics-RTH1;4056;6;30;43;79;22.18
2022-02-06 01:28:52;Phytobiotics-RTH1;4053;6;30;43;78;21.95
2022-02-06 01:39:38;Phytobiotics-RTH1;4007;5;30;40;82;22.1
2022-02-06 01:44:47;Phytobiotics-RTH1;3999;7;30;40;78;22.03
2022-02-06 02:18:43;Phytobiotics-RTH1;3976;7;30;71;80;22.33
2022-02-06 02:23:52;Phytobiotics-RTH1;4022;7;30;71;80;22.54
2022-02-06 02:37:30;Phytobiotics-RTH1;4123;7;30;71;78;22.82
2022-02-06 02:42:39;Phytobiotics-RTH1;4159;7;30;71;78;22.79
2022-02-06 02:47:49;Phytobiotics-RTH1;4191;8;30;71;79;22.69
2022-02-06 02:52:58;Phytobiotics-RTH1;4180;6;30;71;80;22.85
2022-02-06 04:45:49;Phytobiotics-RTH1;4491;4;30;65;80;22.26
2022-02-06 06:11:32;Phytobiotics-RTH1;4594;6;30;69;78;22.56
2022-02-06 06:16:44;Phytobiotics-RTH1;4633;5;30;71;79;22.62
2022-02-06 07:16:40;Phytobiotics-RTH1;4654;7;30;68;81;22.18
2022-02-06 07:21:49;Phytobiotics-RTH1;4700;6;30;71;82;22.28
2022-02-06 07:26:59;Phytobiotics-RTH1;4628;5;30;71;83;22.41
2022-02-06 07:32:08;Phytobiotics-RTH1;4654;7;30;71;81;22.46
2022-02-06 07:37:18;Phytobiotics-RTH1;4633;7;30;71;81;22.44
2022-02-06 07:42:30;Phytobiotics-RTH1;4677;6;30;71;81;22.51
2022-02-06 07:47:39;Phytobiotics-RTH1;4695;8;30;71;81;22.51
2022-02-06 07:52:49;Phytobiotics-RTH1;4737;6;30;71;81;22.62
2022-02-06 08:03:19;Phytobiotics-RTH1;4760;6;30;50;80;22.56
2022-02-06 08:08:29;Phytobiotics-RTH1;4817;6;30;71;79;22.54
2022-02-06 08:32:56;Phytobiotics-RTH1;4820;8;30;57;82;22.95
2022-02-06 08:38:06;Phytobiotics-RTH1;4856;7;30;49;82;22.92
2022-02-06 08:43:19;Phytobiotics-RTH1;4840;7;30;57;81;22.9
2022-02-06 08:53:44;Phytobiotics-RTH1;4918;6;30;54;79;23.51
2022-02-06 08:58:54;Phytobiotics-RTH1;4923;8;30;58;80;23.67
2022-02-06 09:12:28;Phytobiotics-RTH1;4957;7;30;71;81;24.05
2022-02-06 09:43:11;Phytobiotics-RTH1;5151;9;30;63;79;25.1
2022-02-06 09:48:20;Phytobiotics-RTH1;5190;9;30;66;79;25.26
2022-02-06 09:53:29;Phytobiotics-RTH1;5221;9;30;71;80;25.44
2022-02-06 10:08:14;Phytobiotics-RTH1;5159;8;30;61;78;25.77
2022-02-06 10:13:24;Phytobiotics-RTH1;4946;7;30;78;77;25.77
2022-02-06 10:24:03;Phytobiotics-RTH1;3867;3;30;95;72;25.13
2022-02-06 10:29:23;Phytobiotics-RTH1;3422;4;30;95;74;24.85
2022-02-06 10:34:33;Phytobiotics-RTH1;2979;3;30;98;73;24.54
2022-02-06 10:39:42;Phytobiotics-RTH1;2930;3;30;99;73;24.54
2022-02-06 10:44:51;Phytobiotics-RTH1;2671;4;30;99;73;24.51
2022-02-06 10:50:00;Phytobiotics-RTH1;2617;4;30;100;69;24.51
2022-02-06 10:55:10;Phytobiotics-RTH1;2487;5;30;100;72;24.49
2022-02-06 11:00:20;Phytobiotics-RTH1;2329;4;30;101;70;24.38
2022-02-06 11:05:30;Phytobiotics-RTH1;2200;3;30;101;69;24.59
2022-02-06 11:10:39;Phytobiotics-RTH1;2151;3;30;101;72;24.44
2022-02-06 11:15:48;Phytobiotics-RTH1;2143;2;30;103;71;24.46
2022-02-06 11:28:56;Phytobiotics-RTH1;1889;3;30;72;69;24.46
2022-02-06 11:34:09;Phytobiotics-RTH1;1962;5;30;72;69;24.59
2022-02-06 11:39:20;Phytobiotics-RTH1;2190;4;30;60;70;24.9
2022-02-06 12:02:04;Phytobiotics-RTH1;2738;5;30;65;70;25.56
2022-02-06 12:12:32;Phytobiotics-RTH1;2687;3;30;68;67;25.79
2022-02-06 12:17:41;Phytobiotics-RTH1;2671;4;30;66;65;25.92
2022-02-06 12:45:49;Phytobiotics-RTH1;2342;2;30;71;66;25.74
2022-02-06 12:50:59;Phytobiotics-RTH1;2218;3;30;60;64;25.51
2022-02-06 12:56:09;Phytobiotics-RTH1;2143;4;30;66;66;25.56
2022-02-06 13:07:05;Phytobiotics-RTH1;2058;4;30;66;68;25.74
2022-02-06 13:12:15;Phytobiotics-RTH1;2234;4;30;58;64;26.08
2022-02-06 13:17:24;Phytobiotics-RTH1;2182;7;30;60;64;26.15
2022-02-06 13:22:33;Phytobiotics-RTH1;2267;7;30;55;66;26.26
2022-02-06 13:27:42;Phytobiotics-RTH1;2332;6;30;54;64;26.46
2022-02-06 13:32:52;Phytobiotics-RTH1;2197;7;30;67;68;26.21
2022-02-06 13:44:39;Phytobiotics-RTH1;2360;7;30;68;68;26.31
2022-02-06 13:55:13;Phytobiotics-RTH1;2508;7;30;63;69;26.15
2022-02-06 14:00:22;Phytobiotics-RTH1;2656;7;30;61;70;26.31
2022-02-06 14:18:37;Phytobiotics-RTH1;2870;6;30;52;68;26.36
2022-02-06 14:23:47;Phytobiotics-RTH1;2876;4;30;65;66;26.28
2022-02-06 14:28:56;Phytobiotics-RTH1;2635;5;30;70;66;26.15
2022-02-06 14:34:05;Phytobiotics-RTH1;2423;6;30;73;67;26
2022-02-06 14:39:15;Phytobiotics-RTH1;2335;6;30;72;64;26
2022-02-06 14:44:25;Phytobiotics-RTH1;2027;6;30;65;66;25.74
2022-02-06 14:49:34;Phytobiotics-RTH1;2130;5;30;52;68;25.95
2022-02-06 14:54:43;Phytobiotics-RTH1;2348;6;30;42;68;26.21
2022-02-06 14:59:52;Phytobiotics-RTH1;2555;6;30;47;68;26.46
2022-02-06 15:05:01;Phytobiotics-RTH1;2477;6;30;46;65;26.31
2022-02-06 15:10:13;Phytobiotics-RTH1;2324;7;30;55;70;26.15
2022-02-06 15:15:22;Phytobiotics-RTH1;2500;7;30;55;68;26.31
2022-02-06 15:20:32;Phytobiotics-RTH1;2643;8;30;64;70;26.49
2022-02-06 15:25:41;Phytobiotics-RTH1;2671;7;30;54;68;26.49
2022-02-06 15:30:51;Phytobiotics-RTH1;2826;7;30;56;70;26.51
2022-02-06 15:36:00;Phytobiotics-RTH1;2795;7;30;58;67;26.28
2022-02-06 15:41:11;Phytobiotics-RTH1;2782;7;30;66;70;26.33
2022-02-06 15:46:20;Phytobiotics-RTH1;2749;8;30;61;68;26.31
2022-02-06 15:51:29;Phytobiotics-RTH1;2806;8;30;67;71;26.33
2022-02-06 16:02:13;Phytobiotics-RTH1;2834;9;30;58;71;26.21
2022-02-06 16:07:22;Phytobiotics-RTH1;2795;7;30;59;72;26.21
2022-02-06 16:12:31;Phytobiotics-RTH1;2834;8;30;58;70;26.15
2022-02-06 16:17:41;Phytobiotics-RTH1;2839;6;30;65;70;26.21
2022-02-06 16:22:51;Phytobiotics-RTH1;2749;9;30;68;70;26.26
2022-02-06 16:28:00;Phytobiotics-RTH1;2562;6;30;67;68;26
2022-02-06 16:33:09;Phytobiotics-RTH1;2565;4;30;59;67;25.97
2022-02-06 16:38:19;Phytobiotics-RTH1;2518;4;30;64;68;25.95
2022-02-06 16:43:28;Phytobiotics-RTH1;2464;5;30;64;70;25.9
2022-02-06 16:48:38;Phytobiotics-RTH1;2467;3;30;69;69;25.77
2022-02-06 16:53:47;Phytobiotics-RTH1;2516;3;30;56;69;25.82
2022-02-06 16:58:56;Phytobiotics-RTH1;2565;4;30;58;69;25.67
2022-02-06 17:04:06;Phytobiotics-RTH1;2705;5;30;71;68;25.9
2022-02-06 17:19:02;Phytobiotics-RTH1;3018;6;30;71;72;26.03
2022-02-06 17:33:41;Phytobiotics-RTH1;2971;4;30;72;71;25.79
2022-02-06 17:38:54;Phytobiotics-RTH1;3026;8;30;64;73;25.9
2022-02-06 17:44:05;Phytobiotics-RTH1;3137;9;30;58;74;26.05
2022-02-06 17:49:14;Phytobiotics-RTH1;3261;9;30;42;74;26.08
2022-02-06 17:54:23;Phytobiotics-RTH1;3450;10;30;46;77;26.28
2022-02-06 17:59:32;Phytobiotics-RTH1;3613;9;30;69;76;26.41
2022-02-06 18:04:42;Phytobiotics-RTH1;3706;10;30;65;74;26.26
2022-02-06 18:09:51;Phytobiotics-RTH1;3528;8;30;72;72;26.23
2022-02-06 18:23:24;Phytobiotics-RTH1;3947;8;30;52;78;26.31
2022-02-06 18:28:33;Phytobiotics-RTH1;4027;10;30;57;76;26.13
2022-02-06 18:33:43;Phytobiotics-RTH1;4139;9;30;54;78;26.21
2022-02-06 18:38:52;Phytobiotics-RTH1;4271;9;30;54;77;26.18
2022-02-06 18:44:01;Phytobiotics-RTH1;4341;11;30;58;77;26.15
2022-02-06 18:49:11;Phytobiotics-RTH1;4447;9;30;58;78;26.18
2022-02-06 18:54:23;Phytobiotics-RTH1;4524;10;30;60;78;26.21
2022-02-06 18:59:33;Phytobiotics-RTH1;4602;9;30;51;78;26.15
2022-02-06 19:04:44;Phytobiotics-RTH1;4654;8;30;72;79;26.18
2022-02-06 19:09:53;Phytobiotics-RTH1;4726;9;30;62;79;26.15
2022-02-06 19:15:03;Phytobiotics-RTH1;4760;9;30;65;80;26.1
2022-02-06 19:34:44;Phytobiotics-RTH1;5014;9;30;54;79;26.21
2022-02-06 21:52:30;Phytobiotics-RTH1;5161;9;30;47;79;25.1
2022-02-06 21:57:40;Phytobiotics-RTH1;5141;9;30;48;80;24.97
2022-02-06 22:02:49;Phytobiotics-RTH1;5115;10;30;45;81;24.87
2022-02-06 22:17:40;Phytobiotics-RTH1;5055;10;30;43;80;24.49
2022-02-06 22:55:48;Phytobiotics-RTH1;5078;10;30;43;79;24.36
2022-02-06 23:08:31;Phytobiotics-RTH1;5019;10;30;50;81;24.36
2022-02-06 23:13:43;Phytobiotics-RTH1;4967;9;30;49;80;24.13
2022-02-06 23:18:57;Phytobiotics-RTH1;4941;10;30;63;80;24.21
2022-02-06 23:35:47;Phytobiotics-RTH1;5073;10;30;65;80;24.51
2022-02-06 23:40:56;Phytobiotics-RTH1;5086;10;30;59;80;24.54
2022-02-06 23:46:06;Phytobiotics-RTH1;5097;10;30;47;80;24.62
2022-02-06 23:51:15;Phytobiotics-RTH1;5156;10;30;42;78;24.56
2022-02-06 23:56:25;Phytobiotics-RTH1;5117;9;30;42;79;24.44
2022-02-07 00:01:35;Phytobiotics-RTH1;5037;8;30;41;79;24.23
2022-02-07 00:06:44;Phytobiotics-RTH1;5016;10;30;42;79;24.05
2022-02-07 00:11:54;Phytobiotics-RTH1;5032;11;30;47;81;24.05
2022-02-07 00:17:04;Phytobiotics-RTH1;4985;9;30;43;81;23.97
2022-02-07 00:22:14;Phytobiotics-RTH1;4959;10;30;43;80;23.79
2022-02-07 00:27:23;Phytobiotics-RTH1;4895;9;30;40;80;23.77
2022-02-07 00:32:34;Phytobiotics-RTH1;4858;10;30;40;81;23.64
2022-02-07 00:45:04;Phytobiotics-RTH1;4760;9;30;43;81;23.28
2022-02-07 00:55:30;Phytobiotics-RTH1;4672;9;30;44;80;23.21
2022-02-07 01:05:56;Phytobiotics-RTH1;4638;9;30;40;80;23.23
2022-02-07 02:52:10;Phytobiotics-RTH1;4690;10;30;64;82;23.67
2022-02-07 02:57:21;Phytobiotics-RTH1;4716;9;30;59;80;23.64
2022-02-07 03:02:30;Phytobiotics-RTH1;4734;10;30;54;80;23.62
2022-02-07 03:19:46;Phytobiotics-RTH1;4809;9;30;71;82;23.62
2022-02-07 03:24:58;Phytobiotics-RTH1;4858;10;30;69;80;23.67
2022-02-07 03:30:08;Phytobiotics-RTH1;4975;10;30;71;81;23.77
2022-02-07 03:35:17;Phytobiotics-RTH1;4972;9;30;72;80;23.9
2022-02-07 03:40:27;Phytobiotics-RTH1;4980;11;30;71;80;23.87
2022-02-07 03:45:36;Phytobiotics-RTH1;5065;10;30;71;81;23.87
2022-02-07 03:50:46;Phytobiotics-RTH1;5133;9;30;66;80;23.9
2022-02-07 03:55:55;Phytobiotics-RTH1;5109;10;30;61;81;23.82
2022-02-07 04:11:56;Phytobiotics-RTH1;5011;9;30;62;82;23.49
2022-02-07 04:17:05;Phytobiotics-RTH1;4983;8;30;67;82;23.44
2022-02-07 04:22:15;Phytobiotics-RTH1;5003;10;30;66;83;23.46
2022-02-07 04:33:46;Phytobiotics-RTH1;5200;10;30;71;81;24.03
2022-02-07 05:01:19;Phytobiotics-RTH1;5143;11;30;47;83;23.59
2022-02-07 06:09:21;Phytobiotics-RTH1;5254;10;30;66;83;24.08
2022-02-07 06:33:41;Phytobiotics-RTH1;5288;11;30;46;81;24.03
2022-02-07 06:38:51;Phytobiotics-RTH1;5319;10;30;54;82;24
2022-02-07 06:44:00;Phytobiotics-RTH1;5327;10;30;60;82;24.1
2022-02-07 06:49:09;Phytobiotics-RTH1;5353;11;30;67;83;24.18
2022-02-07 06:54:19;Phytobiotics-RTH1;5358;12;30;71;83;24.28
2022-02-07 06:59:29;Phytobiotics-RTH1;5319;11;30;64;82;24.28
2022-02-07 08:16:01;Phytobiotics-RTH1;5480;14;30;86;84;25
2022-02-07 08:28:43;Phytobiotics-RTH1;5715;14;30;93;82;25.31
2022-02-07 08:33:53;Phytobiotics-RTH1;5658;13;30;93;84;25.38
2022-02-07 08:39:02;Phytobiotics-RTH1;5700;12;30;94;84;25.41
2022-02-07 08:44:11;Phytobiotics-RTH1;5741;14;30;98;82;25.41
2022-02-07 08:49:21;Phytobiotics-RTH1;5733;12;30;96;81;25.49
2022-02-07 08:54:31;Phytobiotics-RTH1;5782;16;30;98;81;25.62
2022-02-07 09:05:16;Phytobiotics-RTH1;5001;10;30;98;81;25.18
2022-02-07 09:56:51;Phytobiotics-RTH1;3807;11;30;60;79;25.85
2022-02-07 10:02:01;Phytobiotics-RTH1;3859;13;30;55;80;25.95
2022-02-07 10:07:10;Phytobiotics-RTH1;3870;13;30;46;78;25.97
2022-02-07 10:12:24;Phytobiotics-RTH1;4020;13;30;71;80;26.03
2022-02-07 10:17:59;Phytobiotics-RTH1;3976;14;30;68;79;26.13
2022-02-07 10:23:08;Phytobiotics-RTH1;3989;14;30;71;78;26.13
2022-02-07 10:28:48;Phytobiotics-RTH1;3911;13;30;66;78;26.1
2022-02-07 10:33:57;Phytobiotics-RTH1;3807;12;30;51;75;26.21
2022-02-07 10:51:59;Phytobiotics-RTH1;3652;12;30;62;76;26.1
2022-02-07 11:38:34;Phytobiotics-RTH1;3010;12;30;71;72;26.05
2022-02-07 12:00:40;Phytobiotics-RTH1;2801;12;30;55;68;26.05
2022-02-07 12:05:49;Phytobiotics-RTH1;2503;10;30;65;69;26.1
2022-02-07 12:10:59;Phytobiotics-RTH1;2689;11;30;66;70;26.08
2022-02-07 12:16:09;Phytobiotics-RTH1;2578;10;30;66;69;26.18
2022-02-07 12:21:22;Phytobiotics-RTH1;2656;11;30;71;69;26.23
2022-02-07 12:26:31;Phytobiotics-RTH1;2544;11;30;66;67;26.13
2022-02-07 12:31:40;Phytobiotics-RTH1;2490;9;30;73;69;25.95
2022-02-07 12:36:50;Phytobiotics-RTH1;2327;9;30;69;67;25.82
2022-02-07 12:41:59;Phytobiotics-RTH1;2324;9;30;52;65;25.87
2022-02-07 12:47:08;Phytobiotics-RTH1;2410;13;30;45;70;26.13
2022-02-07 12:52:18;Phytobiotics-RTH1;2490;9;30;49;69;26.15
2022-02-07 12:57:28;Phytobiotics-RTH1;2586;9;30;63;67;26.36
2022-02-07 13:02:38;Phytobiotics-RTH1;2614;11;30;52;69;26.38
2022-02-07 13:07:53;Phytobiotics-RTH1;2744;12;30;55;67;26.41
2022-02-07 13:13:03;Phytobiotics-RTH1;2751;10;30;58;66;26.46
2022-02-07 13:23:54;Phytobiotics-RTH1;2410;11;30;68;67;26.13
2022-02-07 13:46:05;Phytobiotics-RTH1;2495;9;30;64;66;26.28
2022-02-07 13:51:15;Phytobiotics-RTH1;2526;9;30;61;68;26.33
2022-02-07 13:56:24;Phytobiotics-RTH1;2648;12;30;71;68;26.46
2022-02-07 14:01:33;Phytobiotics-RTH1;2720;11;30;70;68;26.49
2022-02-07 14:06:47;Phytobiotics-RTH1;2505;9;30;55;65;26.15
2022-02-07 14:11:57;Phytobiotics-RTH1;2467;10;30;56;67;26.05
2022-02-07 14:17:06;Phytobiotics-RTH1;2536;11;30;65;69;26.08
2022-02-07 14:22:15;Phytobiotics-RTH1;2568;10;30;71;69;26.23
2022-02-07 14:27:25;Phytobiotics-RTH1;2733;13;30;71;69;26.38
2022-02-07 14:32:43;Phytobiotics-RTH1;2832;11;30;73;66;26.41
2022-02-07 14:43:10;Phytobiotics-RTH1;2961;12;30;69;71;26.38
2022-02-07 14:48:20;Phytobiotics-RTH1;3002;12;30;70;71;26.36
2022-02-07 14:53:30;Phytobiotics-RTH1;3018;11;30;68;71;26.28
2022-02-07 14:58:39;Phytobiotics-RTH1;3181;12;30;63;71;26.23
2022-02-07 15:03:49;Phytobiotics-RTH1;3178;9;30;66;67;26.33
2022-02-07 15:08:59;Phytobiotics-RTH1;2912;12;30;71;71;26.03
2022-02-07 15:14:08;Phytobiotics-RTH1;2907;12;30;69;70;26.13
2022-02-07 15:19:20;Phytobiotics-RTH1;2839;11;30;71;67;26.13
2022-02-07 15:24:42;Phytobiotics-RTH1;2824;12;30;70;70;26.15
2022-02-07 16:25:50;Phytobiotics-RTH1;2570;10;30;58;65;26.18
2022-02-07 16:30:59;Phytobiotics-RTH1;2596;11;30;60;68;26.18
2022-02-07 16:36:08;Phytobiotics-RTH1;2635;12;30;65;70;26.18
2022-02-07 16:41:17;Phytobiotics-RTH1;2656;10;30;57;68;26.15
2022-02-07 16:46:33;Phytobiotics-RTH1;2785;11;30;55;68;26.28
2022-02-07 16:51:43;Phytobiotics-RTH1;2782;12;30;71;69;26.18
2022-02-07 16:56:52;Phytobiotics-RTH1;2821;12;30;73;69;26.05
2022-02-07 17:02:01;Phytobiotics-RTH1;2907;10;30;71;71;26.28
2022-02-07 17:07:11;Phytobiotics-RTH1;2984;13;30;60;69;26.13
2022-02-07 17:12:20;Phytobiotics-RTH1;3085;12;30;46;71;26.15
2022-02-07 17:17:29;Phytobiotics-RTH1;3114;13;30;53;74;26.1
2022-02-07 17:22:39;Phytobiotics-RTH1;3137;13;30;51;72;25.92
2022-02-07 17:27:48;Phytobiotics-RTH1;3142;12;30;53;72;25.82
2022-02-07 17:32:58;Phytobiotics-RTH1;3230;12;30;55;73;25.67
2022-02-07 17:38:07;Phytobiotics-RTH1;3365;11;30;59;73;25.77
2022-02-07 17:43:16;Phytobiotics-RTH1;3391;8;30;72;70;25.72
2022-02-07 17:48:25;Phytobiotics-RTH1;3202;10;30;71;78;25.69
2022-02-07 17:53:35;Phytobiotics-RTH1;3417;13;30;66;73;25.87
2022-02-07 17:58:45;Phytobiotics-RTH1;3264;11;30;58;76;25.82
2022-02-07 18:03:54;Phytobiotics-RTH1;3292;13;30;53;74;25.77
2022-02-07 18:09:04;Phytobiotics-RTH1;3321;11;30;54;75;25.77
2022-02-07 18:14:16;Phytobiotics-RTH1;3318;13;30;47;74;25.64
2022-02-07 18:19:26;Phytobiotics-RTH1;3383;12;30;59;72;25.56
2022-02-07 18:24:39;Phytobiotics-RTH1;3409;12;30;61;73;25.54
2022-02-07 18:29:52;Phytobiotics-RTH1;3484;13;30;69;76;25.31
2022-02-07 18:35:01;Phytobiotics-RTH1;3569;12;30;60;76;25.67
2022-02-07 18:40:10;Phytobiotics-RTH1;3621;13;30;53;76;25.62
2022-02-07 18:45:24;Phytobiotics-RTH1;3665;12;30;61;75;25.59
2022-02-07 18:50:33;Phytobiotics-RTH1;3828;12;30;60;75;25.69
2022-02-07 19:03:55;Phytobiotics-RTH1;3883;13;30;65;75;25.56
2022-02-07 19:09:04;Phytobiotics-RTH1;3960;15;30;66;75;25.64
2022-02-07 19:14:25;Phytobiotics-RTH1;4025;13;30;71;76;25.51
2022-02-07 19:21:47;Phytobiotics-RTH1;4048;13;30;68;75;25.41
2022-02-07 19:26:57;Phytobiotics-RTH1;4103;13;30;69;76;25.69
2022-02-07 19:53:14;Phytobiotics-RTH1;4123;12;30;56;76;25.77
2022-02-07 20:03:58;Phytobiotics-RTH1;4201;12;30;60;78;25.92
2022-02-07 20:09:09;Phytobiotics-RTH1;4077;14;30;65;78;25.87
2022-02-07 20:14:19;Phytobiotics-RTH1;3978;13;30;52;76;25.82
2022-02-07 20:26:06;Phytobiotics-RTH1;3859;12;30;62;74;25.72
2022-02-07 20:31:16;Phytobiotics-RTH1;3820;13;30;63;74;25.77
2022-02-07 20:58:06;Phytobiotics-RTH1;3870;15;30;62;77;26.05
2022-02-07 21:23:05;Phytobiotics-RTH1;4012;15;30;64;77;26.15
2022-02-07 21:40:00;Phytobiotics-RTH1;3981;14;30;50;74;26.05
2022-02-07 21:45:10;Phytobiotics-RTH1;4002;12;30;52;76;25.92
2022-02-07 21:50:22;Phytobiotics-RTH1;3971;13;30;55;75;26.03
2022-02-07 22:30:16;Phytobiotics-RTH1;3815;13;30;45;74;25.87
2022-02-07 22:35:25;Phytobiotics-RTH1;3890;15;30;45;76;25.92
2022-02-07 22:40:34;Phytobiotics-RTH1;3893;13;30;48;77;25.92
2022-02-07 22:45:44;Phytobiotics-RTH1;3826;16;30;49;77;25.87
2022-02-07 22:56:29;Phytobiotics-RTH1;3820;14;30;54;76;26.03
2022-02-07 23:01:39;Phytobiotics-RTH1;3883;14;30;54;74;26.13
2022-02-07 23:06:48;Phytobiotics-RTH1;3864;15;30;52;74;26.05
2022-02-07 23:11:58;Phytobiotics-RTH1;3841;13;30;51;76;26
2022-02-07 23:17:07;Phytobiotics-RTH1;3782;14;30;65;77;26
2022-02-07 23:22:17;Phytobiotics-RTH1;3836;14;30;69;78;26.08
2022-02-07 23:27:28;Phytobiotics-RTH1;3947;14;30;62;77;26.23
2022-02-07 23:32:42;Phytobiotics-RTH1;3743;14;30;54;75;26.1
2022-02-07 23:58:31;Phytobiotics-RTH1;3442;13;30;41;76;25.21
2022-02-08 00:16:39;Phytobiotics-RTH1;3520;14;30;40;76;25.51
2022-02-08 00:35:45;Phytobiotics-RTH1;3505;15;30;40;77;25.33
2022-02-08 00:40:54;Phytobiotics-RTH1;3541;13;30;40;76;25.33
2022-02-08 00:46:03;Phytobiotics-RTH1;3613;13;30;40;74;25.28
2022-02-08 00:51:12;Phytobiotics-RTH1;3486;13;30;40;75;25.15
2022-02-08 01:02:41;Phytobiotics-RTH1;3266;12;30;43;75;24.85
2022-02-08 01:13:07;Phytobiotics-RTH1;3010;13;30;40;74;24.77
2022-02-08 01:18:16;Phytobiotics-RTH1;3036;13;30;40;74;24.72
2022-02-08 01:23:25;Phytobiotics-RTH1;3052;13;30;41;74;24.77
2022-02-08 01:28:35;Phytobiotics-RTH1;3070;13;30;40;75;24.72
2022-02-08 01:33:44;Phytobiotics-RTH1;3010;13;30;42;75;24.77
2022-02-08 01:38:53;Phytobiotics-RTH1;2899;15;30;44;76;24.62
2022-02-08 01:44:03;Phytobiotics-RTH1;2821;12;30;40;74;24.54
2022-02-08 01:49:12;Phytobiotics-RTH1;2886;14;30;40;73;24.56
2022-02-08 01:54:21;Phytobiotics-RTH1;2899;13;30;40;73;24.59
2022-02-08 02:04:56;Phytobiotics-RTH1;2811;14;30;42;75;24.46
2022-02-08 02:10:05;Phytobiotics-RTH1;2819;14;30;44;75;24.49
2022-02-08 02:15:15;Phytobiotics-RTH1;2857;15;30;71;78;24.72
2022-02-08 02:20:24;Phytobiotics-RTH1;2974;15;30;71;75;25.1
2022-02-08 02:25:34;Phytobiotics-RTH1;2989;15;30;71;74;25.36
2022-02-08 02:30:43;Phytobiotics-RTH1;3000;14;30;71;75;25.51
2022-02-08 02:35:53;Phytobiotics-RTH1;3002;16;30;71;76;25.44
2022-02-08 02:41:02;Phytobiotics-RTH1;3036;14;30;69;77;25.54
2022-02-08 02:46:12;Phytobiotics-RTH1;3090;14;30;71;75;25.64
2022-02-08 02:51:21;Phytobiotics-RTH1;3261;14;30;68;75;25.64
2022-02-08 02:56:30;Phytobiotics-RTH1;3357;14;30;64;76;25.69
2022-02-08 03:01:40;Phytobiotics-RTH1;3380;14;30;71;78;25.64
2022-02-08 03:06:49;Phytobiotics-RTH1;3349;15;30;71;79;25.62
2022-02-08 03:11:58;Phytobiotics-RTH1;3417;14;30;68;79;25.56
2022-02-08 03:17:07;Phytobiotics-RTH1;3476;15;30;63;77;25.59
2022-02-08 03:22:17;Phytobiotics-RTH1;3562;15;30;69;78;25.72
2022-02-08 03:27:26;Phytobiotics-RTH1;3712;14;30;54;78;25.77
2022-02-08 03:32:36;Phytobiotics-RTH1;3699;17;30;68;79;25.9
2022-02-08 03:37:45;Phytobiotics-RTH1;3717;17;30;64;80;25.87
2022-02-08 03:42:55;Phytobiotics-RTH1;3650;16;30;61;77;25.82
2022-02-08 03:48:04;Phytobiotics-RTH1;3756;17;30;69;78;25.79
2022-02-08 03:53:14;Phytobiotics-RTH1;3748;12;30;76;79;25.85
2022-02-08 03:58:23;Phytobiotics-RTH1;3662;11;30;71;77;25.92
